article_id,article_publish_date,title,topic_desc,country_desc
807040,18/05/2019,Success of anonymous reporting tool for the Fair Work Ombudsman: Underpayers beware!,Employment and HR,Australia
807042,18/05/2019,The Gig economy – Friend or foe of employment law?,Employment and HR,Australia
807046,18/05/2019,"Independent contractors, superannuation, and personal liability of directors",Corporate/Commercial Law,Australia
807050,19/05/2019,Preventing and resolving software implementation disputes,"Litigation, Mediation & Arbitration",Australia
807052,19/05/2019,Getting your business ready for sale - Due diligence,Corporate/Commercial Law,Australia
807054,19/05/2019,Western Sydney - Affordable housing stress: How do we solve this complex problem?,Real Estate and Construction,Australia
807082,19/05/2019,Is getting drunk at a work function a sackable offence?,Employment and HR,Australia
807080,19/05/2019,Multiple visits to place of work of a student may be a valid reason for dismissal,Employment and HR,Australia
807056,19/05/2019,Court finds right to use unregistered trade mark in peanut butter case,Intellectual Property,Australia
807064,19/05/2019,No agreement? No worries – landholders reimbursed for the cost of negotiating CCAs even when agreement is not reached,Real Estate and Construction,Australia
807078,19/05/2019,Will my bucket company pay top up tax on dividends it receives?,Tax,Australia
807070,19/05/2019,Argument with volatile colleague no reason for dismissal,Employment and HR,Australia
807074,19/05/2019,What rate of tax does my private company pay?,Tax,Australia
807076,19/05/2019,QCA confirms school not liable for slip on grape by the teacher,Employment and HR,Australia
807062,20/05/2019,Understanding and addressing climate risk: A quick guide for company directors,Corporate/Commercial Law,Australia
807060,20/05/2019,The end of grandfathered conflicted remuneration for financial advisers from 1 January 2021,Finance and Banking,Australia
807034,20/05/2019,Would you pay for something that never happened? Death of soccer star raises legal quandary,Corporate/Commercial Law,Australia
807090,20/05/2019,A US state of mind: the end of conciliatory financial regulation in Australia,Finance and Banking,Australia
807092,20/05/2019,Why now is the time to revisit your organisation compliance culture,Corporate/Commercial Law,Australia
807094,20/05/2019,Pre-empting M&A pitfalls: three early stage issues for GCs,Corporate/Commercial Law,Australia
807102,20/05/2019,From bricks and mortar to bricks and clicks: six key PropTech considerations,Real Estate and Construction,Australia
807106,20/05/2019,Ten predictions for class actions in 2019,"Litigation, Mediation & Arbitration",Australia
807110,20/05/2019,Workplace reform debate in Australia heats up,Employment and HR,Australia
807100,20/05/2019,Human rights as an ethical framework for corporate governance,Corporate/Commercial Law,Australia
807142,20/05/2019,Government to strengthen unfair contract terms protections for small business,Corporate/Commercial Law,Australia
807146,20/05/2019,When a retail landlord can terminate a lease in order to demolish or renovate a retail shop,Real Estate and Construction,Australia
807148,20/05/2019,Unpaid rent – When a landlord does not need to give notice to re-enter the premises,Real Estate and Construction,Australia
807152,20/05/2019,Ensure you are covered – how the date for completion of building work affects your coverage under the Home Building Act 1989,Real Estate and Construction,Australia
807544,21/05/2019,"Inside track: Local government – In the media, in practice and courts, cases and legislation","Government, Public Sector",Australia
807546,21/05/2019,"Inside track: Work, health and safety – in the media, published articles, papers and reports, in practice and courts and cases.",Employment and HR,Australia
807730,21/05/2019,"Israel Folaus case is simple, once you look past the distractions",Employment and HR,Australia
807116,21/05/2019,Trends in Australian loan markets and the role of alternative lenders,Finance and Banking,Australia
807120,21/05/2019,How to choose the best contractual strategy for the construction of major projects,Real Estate and Construction,Australia
807134,21/05/2019,Attracting capital from financial investors in the current climate,Finance and Banking,Australia
807158,21/05/2019,Asia Employment Law: Quarterly review – Q1 2019,Employment and HR,Australia
807464,21/05/2019,Australia Removes Deductibility Of Non-Compliant Salary Expenses,Employment and HR,Australia
807540,21/05/2019,NSW Government Bulletin: UCPR amendment re objection to production on a ground of privilege,"Litigation, Mediation & Arbitration",Australia
807542,21/05/2019,"NSW Government Bulletin – In the media, in practice and courts, cases and legislation","Government, Public Sector",Australia
807558,21/05/2019,"Queensland Government Bulletin: In the media, in practice and courts, cases and legislation","Government, Public Sector",Australia
807562,21/05/2019,Residential Focus:  Focus on recent decision by NSW Civil and Administrative Tribunal Appeal Panel,Real Estate and Construction,Australia
807564,21/05/2019,"Residential Focus: In the media, published articles, papers and reports, in practice and courts and cases.",Real Estate and Construction,Australia
807570,21/05/2019,"Inside track: Property & Real Estate – in the media, published articles, papers and reports, in practice and in courts, cases and legislation",Real Estate and Construction,Australia
807578,21/05/2019,"Inside track: Superannuation, Funds Management & Financial Services – in the media, in practice and in courts, cases and legislation",Finance and Banking,Australia
807582,21/05/2019,"Inside track: Construction & Infrastructure – in the media, published articles, papers and reports, in practice and in courts and cases",Real Estate and Construction,Australia
807588,21/05/2019,Dont be in the dark on risks relating to privacy!,Privacy,Australia
807600,21/05/2019,Construction company pleads guilty to harming Cultural Heritage,Real Estate and Construction,Australia
807674,21/05/2019,"Sure, its yours, but have you registered it?",Real Estate and Construction,Australia
807620,21/05/2019,Labor came up Shorten – IR and WHS under a LNP Government,Employment and HR,Australia
807624,21/05/2019,Keeping Mum – High Court rules on confidential arbitration clause,"Litigation, Mediation & Arbitration",Australia
807626,21/05/2019,High Court to decide groundbreaking privilege case,"Litigation, Mediation & Arbitration",Australia
807638,21/05/2019,"Con­struc­tion&#8201;—&#8201;inde­pen­dent ver­i­fi­ca­tion, is it that simple?",Real Estate and Construction,Australia
807666,21/05/2019,M&A Update: The importance of apportioning the purchase price in a Sale of Business Agreement,Tax,Australia
807662,21/05/2019,Obtaining Biometric & Health data of employees. It is now more difficult than you think – implications of recent Fair Work decision,Privacy,Australia
807736,21/05/2019,Compulsory voting is our last line of defence against right-wing populism,"Government, Public Sector",Australia
807742,21/05/2019,FWC gives the finger to employer use of biometric tech,Privacy,Australia
807744,21/05/2019,Is the war on piracy over?,Intellectual Property,Australia
807770,21/05/2019,Jones Day Global Privacy & Cybersecurity Update | Vol. 22 (Australia),Privacy,Australia
806120,16/05/2019,"Before buying property with friends, be aware of the potential pitfalls",Real Estate and Construction,Australia
806122,16/05/2019,Could your regular employee performance reviews be illegal?,Employment and HR,Australia
806130,16/05/2019,Sydney developer uses squatters rights to claim ownership of a property in NSW,Real Estate and Construction,Australia
806132,16/05/2019,Escaping city life and moving to the country? Make sure you do your due diligence,Real Estate and Construction,Australia
807944,22/05/2019,"Inside track: Local Government - articles, in practice and courts, cases and legislation","Government, Public Sector",Australia
807952,22/05/2019,Inside track: Healthcare - in the media,"Food, Drugs, Healthcare, Life Sciences",Australia
807960,22/05/2019,"Inside track: Construction & Infrastructure - in the media, in practice and courts, cases and legislation",Real Estate and Construction,Australia
808028,22/05/2019,The As Trustee For dilemma – should trust details be disclosed in Australian trade mark applications?,Intellectual Property,Australia
807940,22/05/2019,NSW Government Bulletin – Privacy Awareness Week and Information Awareness Month,Privacy,Australia
807942,22/05/2019,"NSW Government Bulletin – in the media, in practice and courts, published articles, papers and reports, cases and legislation","Government, Public Sector",Australia
807946,22/05/2019,"Inside track:  Work Health & Safety – in the media, published articles, papers, reports, in practice and courts and cases",Employment and HR,Australia
807954,22/05/2019,Inside track: Healthcare - in the media,"Food, Drugs, Healthcare, Life Sciences",Australia
807956,22/05/2019,"Queensland Government Bulletin - in the media, in practice and courts, published articles, papers and reports, cases and legislation","Government, Public Sector",Australia
807958,22/05/2019,"Residential Focus – joint venture agreement, residential building work under Home Building Act 1989 NSW",Real Estate and Construction,Australia
807998,22/05/2019,"Residential Focus: In the media, published articles, practice and courts, cases and legislation",Real Estate and Construction,Australia
807970,22/05/2019,"Inside track: Property & Real Estate - in the media, published articles, papers and reports, in practice and courts, cases and legislation",Real Estate and Construction,Australia
807974,22/05/2019,"Inside track: Superannuation, Funds Management & Financial Services - in the media, in practice and courts, cases and legislation",Finance and Banking,Australia
807976,22/05/2019,New whistleblower protections – are you ready?,Employment and HR,Australia
807982,22/05/2019,"Employment Law and Workplace Relations Monthly Update - in the media, published reports, articles and speeches, in practice and courts, cases and legislation",Employment and HR,Australia
807984,22/05/2019,Negotiating a new agreement for lease with your landlord: Tips and traps for office tenants (part 1),Real Estate and Construction,Australia
808010,22/05/2019,Celebrating World IP Day – F45 gyms: an Australian success story,Intellectual Property,Australia
808014,22/05/2019,Malaysia Update: Madrid protocol - Bill of the Trademarks Act 2019,Intellectual Property,Australia
808018,22/05/2019,Patent Law case note: Davies V Lazer Safe Pty Ltd [2019] FCAFC 65,Intellectual Property,Australia
808036,22/05/2019,Stephen Millington discusses new whistleblowing legislation with CEO Magazine,Employment and HR,Australia
808062,22/05/2019,Labour hire licensing: open for business in Victoria,Employment and HR,Australia
808058,22/05/2019,Financial services monthly wrap up,Finance and Banking,Australia
808082,22/05/2019,ASX National Roadshow – what you need to know,Finance and Banking,Australia
808110,22/05/2019,Treasury Laws Amendment (Design and Distribution Obligations and Product Intervention Power) Bill 2018,Finance and Banking,Australia
808118,22/05/2019,Financial services wrap up,Finance and Banking,Australia
808390,23/05/2019,"Royal Commission into violence, abuse, neglect and exploitation of people with disability","Government, Public Sector",Australia
808402,23/05/2019,Corporations and cooperation – Playing nice with corporate regulators,Corporate/Commercial Law,Australia
808366,23/05/2019,Termination of construction contracts: the good faith risk,Real Estate and Construction,Australia
808388,23/05/2019,"To boldly go: much is promised for the proposed Data Sharing and Release Bill, but questions remain about its ability to encourage behavioural change",Privacy,Australia
808368,23/05/2019,Financial services monthly wrap up,Finance and Banking,Australia
808370,23/05/2019,The Financial Services Royal Commission final report,Finance and Banking,Australia
808374,23/05/2019,Regulatory compliance consulting hub,Corporate/Commercial Law,Australia
808376,23/05/2019,Modern Slavery Act: What businesses in Australia need to know,"Government, Public Sector",Australia
808380,23/05/2019,Global groups and Australian new whistleblower laws – the global impact of confidentiality and victimisation provisions,Employment and HR,Australia
808382,23/05/2019,Franchising inquiry report released,Corporate/Commercial Law,Australia
808394,23/05/2019,ACNC Update,Corporate/Commercial Law,Australia
808418,23/05/2019,A Submission by End Rape On Campus Australia & Marque Lawyers,"Litigation, Mediation & Arbitration",Australia
808448,23/05/2019,What you need to know about the Foreign Influence Transparency Scheme Act 2018 (Cth),"Government, Public Sector",Australia
808470,23/05/2019,The use of forensic audit to uncover organisational misconduct,Corporate/Commercial Law,Australia
808482,23/05/2019,Changing places: is a new opinion by experts in a joint report admissible?,"Litigation, Mediation & Arbitration",Australia
808454,23/05/2019,Loose metadata sinks ships,"Litigation, Mediation & Arbitration",Australia
808800,24/05/2019,Use it or lose it; a recent case on the law of adverse possession,Real Estate and Construction,Australia
808854,24/05/2019,Corrs Projects Update,Real Estate and Construction,Australia
808996,24/05/2019,Construction & Infrastructure: Election promises,"Government, Public Sector",Australia
808818,24/05/2019,Corrs High Vis: Episode 35 – Cladding after the Lacrosse decision – clarity or crisis?,Real Estate and Construction,Australia
808820,24/05/2019,Lessons from Rocky Hill: why proponents of major projects need to consider the link between climate change and human rights,Real Estate and Construction,Australia
808824,24/05/2019,Workplace reform and the 2019 federal election,"Government, Public Sector",Australia
808806,24/05/2019,Reheat­ed retweets: The sig­nif­i­cance of a retweet in employment,Employment and HR,Australia
808832,24/05/2019,"Technology, media and telecommunications election policy tracker – May 2019","Government, Public Sector",Australia
808860,24/05/2019,Corrective Services officer fails in claim relating to unprovoked prisoner assault – Corbin v State of Queensland (Queensland Corrective Services) [2019] QSC 110,Employment and HR,Australia
808870,24/05/2019,SMSF auditors found liable for failed investments,Finance and Banking,Australia
808866,24/05/2019,Trade mark licensing – common questions and mistakes,Intellectual Property,Australia
808868,24/05/2019,Were not gonna take [copyright infringement] anymore,Intellectual Property,Australia
808876,24/05/2019,Demolition clauses in retail shop leases: when is there a genuine proposal to demolish?,Real Estate and Construction,Australia
808916,24/05/2019,Repudiation of an emplyment contract: not what you bargained for,Employment and HR,Australia
808894,24/05/2019,Qantas decision to terminate an employee despite 31 years of service deemed reasonable,Employment and HR,Australia
808884,24/05/2019,Do the changes to the company tax rate mean I need a new bucket company?,Tax,Australia
808914,24/05/2019,Opportunity to introduce policies on domestic violence leave for employees,Employment and HR,Australia
808930,24/05/2019,"It is a tie – the worker gets surgery, but the employer wins right to stop paying workers compensation",Employment and HR,Australia
809002,24/05/2019,Corporate & Commercial: Election promises,Corporate/Commercial Law,Australia
809004,24/05/2019,Data Protection & Privacy: Election promises,"Government, Public Sector",Australia
808966,25/05/2019,Inside track: Healthcare - In the media,"Food, Drugs, Healthcare, Life Sciences",Australia
808980,25/05/2019,"Inside track: Property & Real Estate: In the media, reports, cases and legislation",Real Estate and Construction,Australia
809006,25/05/2019,Immigration: Election promises,"Government, Public Sector",Australia
809008,25/05/2019,"Planning, Environment & Sustainability: Election promises","Government, Public Sector",Australia
809010,25/05/2019,Renewable energy: Election promises,"Government, Public Sector",Australia
809018,25/05/2019,Taxation: Election promises,"Government, Public Sector",Australia
809044,25/05/2019,Body Corporate Newsletter: Defective building works in Queensland,Real Estate and Construction,Australia
809224,25/05/2019,"Kangaroo on the runway? An obvious risk, rules NSW Court of Appeal","Government, Public Sector",Australia
809240,25/05/2019,Gaining control - what lot owners can do under the new NSW strata renewal legislation,Real Estate and Construction,Australia
809242,25/05/2019,How will the Coalition policies impact Australian commercial & residential property markets?,Real Estate and Construction,Australia
809012,25/05/2019,"Superannuation, Funds Management & Financial Services: Election promises","Government, Public Sector",Australia
809022,25/05/2019,Workplace Relations & Safety: Election promises,"Government, Public Sector",Australia
808948,25/05/2019,Residential Focus - damages for defective works - limitation periods,Real Estate and Construction,Australia
808952,25/05/2019,"Residential Focus: In the media, reports, cases & legislation",Real Estate and Construction,Australia
808956,25/05/2019,Workplace safety or employee privacy? FWC battles conflicting interests in unfair dismissal claim,Employment and HR,Australia
808960,25/05/2019,Inside track: Construction & Infrastructure,Real Estate and Construction,Australia
808990,25/05/2019,"Inside track: Superannuation, Funds Management & Financial Services; In the media, reports, cases and legislation",Finance and Banking,Australia
809226,25/05/2019,Takeovers in Australia 2019,Corporate/Commercial Law,Australia
809222,25/05/2019,Class actions - Different from your standard litigation,"Litigation, Mediation & Arbitration",Australia
809220,25/05/2019,A delicate balance - executing council duties under one act without breaching another,"Government, Public Sector",Australia
809218,25/05/2019,No more monster boarding houses in R2 low density zones in NSW,"Government, Public Sector",Australia
809232,25/05/2019,"You say toma­to, I say tom­ah­to: The bat­tle of forms and build­ing contracts",Real Estate and Construction,Australia
809236,25/05/2019,Pri­or­i­ty notices: Pru­dent or impractical?,Real Estate and Construction,Australia
809248,26/05/2019,Save your health and your business with a No Smoking in the Workplace policy,Employment and HR,Australia
809250,26/05/2019,Outcomes in General Protections Claim cases. Adverse action cases explained,Employment and HR,Australia
808392,26/05/2019,Law Reform Commission review of anti-discrimination law,"Government, Public Sector",Australia
808396,26/05/2019,Aged Care Royal Commission – Case study,"Food, Drugs, Healthcare, Life Sciences",Australia
808398,26/05/2019,High Court decision regarding Safe Zones around abortion clinics: Clubb v Edwards [2019] HCA 11,"Food, Drugs, Healthcare, Life Sciences",Australia
809266,27/05/2019,Developers need to re-think instalment contracts for residential property after new GST withholding laws,Real Estate and Construction,Australia
809268,27/05/2019,Straight from the horses mouth: Judge sets out how trials will now run in District Court of WA,"Litigation, Mediation & Arbitration",Australia
809288,27/05/2019,Small slips sink statutory demands,"Litigation, Mediation & Arbitration",Australia
809292,27/05/2019,"Crown land – Is it a lease or licence, where there is a public access reservation?",Tax,Australia
809206,27/05/2019,Data Breach Class Actions In Australia,Privacy,Australia
809294,27/05/2019,Aiming at an employee and shooting yourself in the foot – Workplace investigation leads to compensation claim,Employment and HR,Australia
809298,27/05/2019,FIFO Code of Practice – battle against mental Illness for WA workers,Employment and HR,Australia
809300,27/05/2019,AMP class actions: NSW Supreme Court provides guidance on factors to be considered in competing class actions,"Litigation, Mediation & Arbitration",Australia
809372,27/05/2019,Liquidator ordered to pay costs of appeal personally without recourse from the company in liquidation,"Litigation, Mediation & Arbitration",Australia
809896,29/05/2019,Fair Work Ombudsman wins first ruling against racial discrimination in the workplace,Employment and HR,Australia
809942,29/05/2019,NSW construction industry:  Perspective of an expert on waterproofing and diagnostic reporting (part 2 of 6),Real Estate and Construction,Australia
809932,29/05/2019,Taxation Ruling TR 2018/6 – Income Tax: consequences of a trust vesting,Tax,Australia
809924,29/05/2019,Tax: So you think your company is a non-resident? Mind the MLI…,Tax,Australia
810046,29/05/2019,"Victorian Government Bulletin: recent media releases, reports, cases and legislation","Government, Public Sector",Australia
810052,29/05/2019,New regulatory scheme for labour hire in Victoria,Employment and HR,Australia
810040,29/05/2019,Is your business ready to adopt Artificial Intelligence?,Corporate/Commercial Law,Australia
810060,30/05/2019,NSW Government Bulletin - Cyber Security NSW,"Government, Public Sector",Australia
810368,30/05/2019,Inside track: Healthcare - In the media,"Food, Drugs, Healthcare, Life Sciences",Australia
810370,30/05/2019,"Inside track: Work Health & Safety: In the media, reports and cases",Employment and HR,Australia
810382,30/05/2019,Cyber squatting – How to challenge someone using your name as a domain name,Intellectual Property,Australia
810356,30/05/2019,"NSW Government Bulletin: Recent media releases, reports, cases and legislation","Government, Public Sector",Australia
810360,30/05/2019,"Queensland Government Bulletin: Recent media releases, reports, cases and legislation","Government, Public Sector",Australia
810362,30/05/2019,Drafting mistake costs the owners of Chadstone Shopping Centre millions,Real Estate and Construction,Australia
810374,30/05/2019,"Dismissal upheld, but employer criticised over handling of WHS obligations in relation to suicidal employee and referred to SafeWork NSW",Employment and HR,Australia
810376,30/05/2019,Directors found personally liable for $1.1 million in underpayments,Employment and HR,Australia
810384,30/05/2019,Evidence is crucial when dealing with misuse of confidential information by former employees,"Litigation, Mediation & Arbitration",Australia
810404,30/05/2019,A worker has only one shot at an AMS assessment of a workplace injury,Employment and HR,Australia
810426,30/05/2019,Fair Work Commission announces increase to national minimum wage,Employment and HR,Australia
810434,30/05/2019,The proper scope of the anti-bullying jurisdiction in the Fair Work Act,Employment and HR,Australia
810730,31/05/2019,Collective Bargaining: The Outlook,Employment and HR,Australia
810820,31/05/2019,Annual Wage Review 2019: A lower increase than expected on 1 July,Employment and HR,Australia
810822,31/05/2019,In need of a hero – the threat of elder abuse and what you can do to prevent it,"Food, Drugs, Healthcare, Life Sciences",Australia
811192,01/06/2019,Trust loss provisions and Family Trust Elections (FTE),Tax,Australia
811194,01/06/2019,Changes to sunset clauses in Victoria are here to stay,Real Estate and Construction,Australia
811198,03/06/2019,Why directors must consider creditor interests when company solvency is at risk,Corporate/Commercial Law,Australia
811202,03/06/2019,I have a spouse and a house in Australia – am I a tax resident?,Tax,Australia
811620,04/06/2019,Implications of Brexit on trademark owners,Intellectual Property,Australia
811612,04/06/2019,Consecutive owners of cargo: who holds title and the right to sue?,Corporate/Commercial Law,Australia
811682,04/06/2019,Director penalty notice change to superannuation rules,Employment and HR,Australia
811688,04/06/2019,Challenging the ATO on a garnishee notice,Tax,Australia
811728,04/06/2019,Financial services monthly wrap up - May 2019,Finance and Banking,Australia
811608,04/06/2019,Tax residency of Australian expats,Tax,Australia
812470,06/06/2019,Should Australia adopt a Director Identification Number (DIN) requirement?,Corporate/Commercial Law,Australia
812518,06/06/2019,E-Alert: You never know who is listening: Privately recording body corporate meetings,Privacy,Australia
812618,06/06/2019,Inside track: Healthcare: Recent media releases & cases,"Food, Drugs, Healthcare, Life Sciences",Australia
812632,06/06/2019,Residential Focus - In the media; reports; cases & legislation,Real Estate and Construction,Australia
812702,06/06/2019,The plausibility threshold for patent specifications remains low in Australia,Intellectual Property,Australia
805034,14/05/2019,Workers compensation recipients: Do not let your leave get left behind!,Employment and HR,Australia
733168,05/09/2018,Protection of your employment whilst on Workers Compensation Benefits,Employment and HR,Australia
812488,06/06/2019,Australia Update: Swole OClock wins its trade mark battle against time,Intellectual Property,Australia
812506,06/06/2019,Succession planning for the family trust - Common approaches,Corporate/Commercial Law,Australia
812690,06/06/2019,"Inside track: Superannuation, Funds Management & Financial Services: Recent media releases, reports, cases and legislation",Finance and Banking,Australia
812684,06/06/2019,"Inside track: Property & Real Estate: Recent media releases, reports, cases and legislation",Real Estate and Construction,Australia
812670,06/06/2019,"Inside track: Local Government: In the media, reports, cases and legislation","Government, Public Sector",Australia
812652,06/06/2019,"Employment Law and Workplace Relations Monthly Update: In the media, reports and cases",Employment and HR,Australia
812650,06/06/2019,"Inside track: Construction & Infrastructure: In the media, Published, Cases",Real Estate and Construction,Australia
812694,06/06/2019,Restraints on competition through the licensing of IP - the effect of the repeal of the IP exception,Intellectual Property,Australia
812614,06/06/2019,Minimum wage increase from 1 July 2019,Employment and HR,Australia
812626,06/06/2019,Residential Focus: Owners corporation fails to sue Church,Real Estate and Construction,Australia
812892,07/06/2019,"A Race To The Bottom? Traditional Funder Backed Class Actions No Match For ‘No Win, No Fee&#39; Proposal","Litigation, Mediation & Arbitration",Australia
813040,07/06/2019,NSW construction industry — an expert perspective on building defects (part 1 of 6),Real Estate and Construction,Australia
813042,07/06/2019,The proper scope of the anti-bullying jurisdiction in the workplace,Employment and HR,Australia
813066,07/06/2019,ESG Insight,Finance and Banking,Australia
813388,08/06/2019,Award minimum wages – what you need to know,Employment and HR,Australia
813390,10/06/2019,E-Alert: Vegetation clearing update for Queensland,Real Estate and Construction,Australia
813560,10/06/2019,Redactions? How to ensure there are no nasty surprises,Privacy,Australia
813566,10/06/2019,Why the future of the legal system is eHearings,"Litigation, Mediation & Arbitration",Australia
813440,10/06/2019,Employment class actions and litigation funding - feast or famine?,Employment and HR,Australia
813568,10/06/2019,Making light work for a small legal team with too many documents and a tight deadline,"Litigation, Mediation & Arbitration",Australia
813444,10/06/2019,Gladstone Fisheries Class Action,"Litigation, Mediation & Arbitration",Australia
814030,11/06/2019,Whistleblower laws: how to handle a protected disclosure,Employment and HR,Australia
813962,11/06/2019,Biometric technology in the workplace why unfair dismissal claims are just the (finger) tip of the iceberg,Employment and HR,Australia
813966,11/06/2019,Parent company guarantees cannot circumvent arbitration because they are not as good as cash,Corporate/Commercial Law,Australia
813978,11/06/2019,Changes to enforcement of ipso facto clauses in contracts,Corporate/Commercial Law,Australia
813986,11/06/2019,Hop aboard the bullet train to Japanese patent numbering,Intellectual Property,Australia
814016,11/06/2019,Secret use and trial and experiment,Intellectual Property,Australia
814034,11/06/2019,Can an employer stop staff from posting comments in public forums?,Employment and HR,Australia
812820,11/06/2019,Queensland Health And Safety Conviction Of Officer Sentenced To Gaol Time Overturned,Employment and HR,Australia
813968,11/06/2019,OECD releases beneficial ownership implementation toolkit to facilitate transparency,Tax,Australia
814764,13/06/2019,NSW construction industry - an expert perspective: Allan Harriman (part 3 of 6),Real Estate and Construction,Australia
814822,13/06/2019,Must an owner allow a builder to return to site to rectify defects?,Real Estate and Construction,Australia
814748,13/06/2019,An Uber sigh of relief,Employment and HR,Australia
814750,13/06/2019,Queensland Budget 2019: Key measures impacting the resources and renewables industry,"Government, Public Sector",Australia
814904,13/06/2019,Draft amendments to the security of payment regulations in NSW released for public consultation,Real Estate and Construction,Australia
814808,13/06/2019,E-Alert: Land Act amendment receives parliamentary assent,Real Estate and Construction,Australia
814870,13/06/2019,What will this First Home Buyer Deposit Scheme cost you?,"Government, Public Sector",Australia
814814,13/06/2019,Opting into the National Redress Scheme: what might it mean for you?,"Litigation, Mediation & Arbitration",Australia
814818,13/06/2019,"Uber drivers are not employees, according to the Ombudsman",Employment and HR,Australia
814852,13/06/2019,Queensland Budget 2019: State tax changes – what is in it for you?,"Government, Public Sector",Australia
814868,13/06/2019,Corporate governance and ethics post-Banking RC: could a human rights approach be the answer?,Corporate/Commercial Law,Australia
815178,14/06/2019,"NSW Government Bulletin: In the media, reports, cases and legislation","Government, Public Sector",Australia
815216,14/06/2019,Jurisdiction of international companies with Australian-based employees under the spotlight,Employment and HR,Australia
815218,14/06/2019,Opportunities in 2019: Australian business acquisitions and equity investments,Corporate/Commercial Law,Australia
815222,14/06/2019,Exclusive jurisdiction clauses in legal Terms of Engagement,Corporate/Commercial Law,Australia
815170,14/06/2019,NSW Government Bulletin: Probity in procurement,"Government, Public Sector",Australia
815184,14/06/2019,"Queensland Government Bulletin: In the media, In practice and courts and recent legislation","Government, Public Sector",Australia
815198,14/06/2019,Inside track: Healthcare - In the Media,"Food, Drugs, Healthcare, Life Sciences",Australia
815212,14/06/2019,"Inside track: Work Health & Safety: In the media, Published reports, In practice and courts and Cases",Employment and HR,Australia
815306,14/06/2019,Reinstatement of dismissed employees – Can it really happen?,Employment and HR,Australia
815542,15/06/2019,Valuer and Retail Leases Update – Relief against forfeiture,Real Estate and Construction,Australia
815546,15/06/2019,A new high water mark for aggravated damages in workplace sexual harassment,Employment and HR,Australia
815548,15/06/2019,"Spotlight on risk management: APRA commissioned self-assessments of governance, accountability and culture",Finance and Banking,Australia
815552,15/06/2019,Just the facts: Preconditions for the levying of infrastructure charges,Real Estate and Construction,Australia
815554,15/06/2019,Queensland Budget 2019: The resources and renewables industry,"Government, Public Sector",Australia
815550,15/06/2019,Developers in Victoria to be hit with new stamp duty laws,Tax,Australia
815556,15/06/2019,Recent WA Supreme Court decision highlights the consequences of poorly-pleaded global claims for damages,"Litigation, Mediation & Arbitration",Australia
816288,19/06/2019,Fair Work breaches prompt changes for holding companies.,Corporate/Commercial Law,Australia
816342,19/06/2019,NSW construction industry - perspective of an expert (part 1 of 6),Real Estate and Construction,Australia
816744,19/06/2019,Are you employed in casual work but doing the same job as a permanent employee?,Employment and HR,Australia
816748,19/06/2019,Assistance dog Boofhead wins disability discrimination case,"Government, Public Sector",Australia
816754,19/06/2019,The high cost of preventable farm accidents,Employment and HR,Australia
816760,19/06/2019,Can criticising the boss on social media get you sacked?,Employment and HR,Australia
816768,19/06/2019,Was an easement that let one landowner park on a neighbours land valid? Which case won?,Real Estate and Construction,Australia
817244,20/06/2019,Australia&#39;s National Labour Court Holds That An Employer Cannot Force Employees To Provide Fingerprint Samples For A Biometric Time Clock,Employment and HR,Australia
817848,22/06/2019,Freedom of speech in a master-servant relationship,Employment and HR,Australia
818160,24/06/2019,Privacy breaches in the workplace: Why employers need to think twice before diving into the latest technology,Privacy,Australia
818220,24/06/2019,"Inside track: Local Government - In the media, reports, cases and legislation","Government, Public Sector",Australia
817802,24/06/2019,Privacy Down Under – How Do Antipodean Privacy Regimes Stack Up Against The GDPR?,Privacy,Australia
817794,24/06/2019,Australia&#39;s Royal Commission Into Aged Care: What&#39;s Happened So Far?,"Food, Drugs, Healthcare, Life Sciences",Australia
818118,24/06/2019,Proprietary company thresholds to double from 1 July 2019,Corporate/Commercial Law,Australia
818190,24/06/2019,Residential Focus: draft Security of Payment Regulation in NSW,Real Estate and Construction,Australia
818206,24/06/2019,"Residential Focus: In the media, reports, cases and legislation",Real Estate and Construction,Australia
818186,24/06/2019,"Inside track: Construction & Infrastructure - In the media, reports and cases",Real Estate and Construction,Australia
818212,24/06/2019,Inside track: Healthcare - In the media and legislation,"Food, Drugs, Healthcare, Life Sciences",Australia
818226,24/06/2019,"Inside track: Property & Real Estate - In the media, reports, cases and legislation",Real Estate and Construction,Australia
818640,25/06/2019,E-Alert: Lease outgoings error causes multi-million dollar loss,Real Estate and Construction,Australia
818644,25/06/2019,The Atlassian Term Sheet for M&A transactions: will it work?,Corporate/Commercial Law,Australia
818646,25/06/2019,Urgent: protecting your super,Employment and HR,Australia
818650,25/06/2019,Time to review employment contracts before you give those pay rises!,Employment and HR,Australia
818668,25/06/2019,Case note re: Apple Inc v Swatch AG [2019] ATMO 19 (8 February 2019),Intellectual Property,Australia
819034,26/06/2019,Corrs advises syndicate on A$281 million listed managed investment trust IPO,Finance and Banking,Australia
819036,26/06/2019,"E-Alert:  Death and taxes, fiction and fact",Tax,Australia
819058,26/06/2019,What a mezzanine lender wants in an intercreditor deed,Finance and Banking,Australia
819074,26/06/2019,Major changes to Victorian stamp duty rules are now in force,Tax,Australia
819092,26/06/2019,Revisiting psychological injury involving perception - Lindsay v IMB Ltd,Employment and HR,Australia
818998,26/06/2019,What happens to the data your opal card collects?,Privacy,Australia
819014,26/06/2019,Changes to off-the-plan contracts,Real Estate and Construction,Australia
